PESO INICIAL;PESO FINAL;CEP INICIAL;CEP FINAL;VALOR DO FRETE;TEMPO DE ENTREGA
;100.00;62823000;62839999;300;23
;10.00;62823000;62839999;64,38;13
;20.00;62823000;62839999;76,55;13
;35.00;62823000;62839999;93,84;13
;50.00;62823000;62839999;110,2;13
;70.00;62823000;62839999;122,7;13
;10.00;62840000;62849999;85;23
;20.00;62840000;62849999;110;23
;30.00;62840000;62849999;130;23
;40.00;62840000;62849999;155;23
;50.00;62840000;62849999;169;23
;60.00;62840000;62849999;200;23
;70.00;62840000;62849999;214;23
;80.00;62840000;62849999;275;23
;90.00;62840000;62849999;287;23
;100.00;62840000;62849999;300;23
;10.00;62840000;62849999;64,38;11
;20.00;62840000;62849999;76,55;11
;35.00;62840000;62849999;93,84;11
;50.00;62840000;62849999;110,2;11
;70.00;62840000;62849999;122,7;11
;10.00;62850000;62859999;64,38;5
;20.00;62850000;62859999;76,55;5
;35.00;62850000;62859999;93,84;5
;50.00;62850000;62859999;110,2;5
;70.00;62850000;62859999;122,7;5
;10.00;62860000;62869999;85;23
;20.00;62860000;62869999;110;23
;30.00;62860000;62869999;130;23
;40.00;62860000;62869999;155;23
;50.00;62860000;62869999;169;23
;60.00;62860000;62869999;200;23
;70.00;62860000;62869999;214;23
;80.00;62860000;62869999;275;23
;90.00;62860000;62869999;287;23
;100.00;62860000;62869999;300;23
;10.00;62860000;62869999;64,38;13
;20.00;62860000;62869999;76,55;13
;35.00;62860000;62869999;93,84;13
;50.00;62860000;62869999;110,2;13
;70.00;62860000;62869999;122,7;13
;10.00;62870000;62874999;85;23
;20.00;62870000;62874999;110;23
;30.00;62870000;62874999;130;23
;40.00;62870000;62874999;155;23
;50.00;62870000;62874999;169;23
;60.00;62870000;62874999;200;23
;70.00;62870000;62874999;214;23
;80.00;62870000;62874999;275;23
;90.00;62870000;62874999;287;23
;100.00;62870000;62874999;300;23
;10.00;62870000;62874999;64,38;13
;20.00;62870000;62874999;76,55;13
;35.00;62870000;62874999;93,84;13
;50.00;62870000;62874999;110,2;13
;70.00;62870000;62874999;122,7;13
;10.00;62875000;62879999;85;23
;20.00;62875000;62879999;110;23
;30.00;62875000;62879999;130;23
;40.00;62875000;62879999;155;23
;50.00;62875000;62879999;169;23
;60.00;62875000;62879999;200;23
;70.00;62875000;62879999;214;23
;80.00;62875000;62879999;275;23
;90.00;62875000;62879999;287;23
;100.00;62875000;62879999;300;23
;10.00;62875000;62879999;64,38;13
;20.00;62875000;62879999;76,55;13
;35.00;62875000;62879999;93,84;13
;50.00;62875000;62879999;110,2;13
;70.00;62875000;62879999;122,7;13
;10.00;62880001;62899999;85;23
;20.00;62880001;62899999;110;23
;30.00;62880001;62899999;130;23
;40.00;62880001;62899999;155;23
;50.00;62880001;62899999;169;23
;60.00;62880001;62899999;200;23
;70.00;62880001;62899999;214;23
;80.00;62880001;62899999;275;23
;90.00;62880001;62899999;287;23
;100.00;62880001;62899999;300;23
;10.00;62880001;62899999;64,38;13
;20.00;62880001;62899999;76,55;13
;35.00;62880001;62899999;93,84;13
;50.00;62880001;62899999;110,2;13
;70.00;62880001;62899999;122,7;13
;10.00;62900000;62909999;85;23
;20.00;62900000;62909999;110;23
;30.00;62900000;62909999;130;23
;40.00;62900000;62909999;155;23
;50.00;62900000;62909999;169;23
;60.00;62900000;62909999;200;23
;70.00;62900000;62909999;214;23
;80.00;62900000;62909999;275;23
;90.00;62900000;62909999;287;23
;100.00;62900000;62909999;300;23
;10.00;62900000;62909999;64,38;13
;20.00;62900000;62909999;76,55;13
;35.00;62900000;62909999;93,84;13
;50.00;62900000;62909999;110,2;13
;70.00;62900000;62909999;122,7;13
;10.00;62910000;62919999;85;23
;20.00;62910000;62919999;110;23
;30.00;62910000;62919999;130;23
;40.00;62910000;62919999;155;23
;50.00;62910000;62919999;169;23
;60.00;62910000;62919999;200;23
;70.00;62910000;62919999;214;23
;80.00;62910000;62919999;275;23
;90.00;62910000;62919999;287;23
;100.00;62910000;62919999;300;23
;10.00;62910000;62919999;64,38;13
;20.00;62910000;62919999;76,55;13
;35.00;62910000;62919999;93,84;13
;50.00;62910000;62919999;110,2;13
;70.00;62910000;62919999;122,7;13
;10.00;62920000;62929999;85;23
;20.00;62920000;62929999;110;23
;30.00;62920000;62929999;130;23
;40.00;62920000;62929999;155;23
;50.00;62920000;62929999;169;23
;60.00;62920000;62929999;200;23
;70.00;62920000;62929999;214;23
;80.00;62920000;62929999;275;23
;90.00;62920000;62929999;287;23
;100.00;62920000;62929999;300;23
;10.00;62920000;62929999;64,38;13
;20.00;62920000;62929999;76,55;13
;35.00;62920000;62929999;93,84;13
;50.00;62920000;62929999;110,2;13
;70.00;62920000;62929999;122,7;13
;10.00;62930000;62939999;85;23
;20.00;62930000;62939999;110;23
;30.00;62930000;62939999;130;23
;40.00;62930000;62939999;155;23
;50.00;62930000;62939999;169;23
;60.00;62930000;62939999;200;23
;70.00;62930000;62939999;214;23
;80.00;62930000;62939999;275;23
;90.00;62930000;62939999;287;23
;100.00;62930000;62939999;300;23
;10.00;62930000;62939999;64,38;13
;20.00;62930000;62939999;76,55;13
;35.00;62930000;62939999;93,84;13
;50.00;62930000;62939999;110,2;13
;70.00;62930000;62939999;122,7;13
;10.00;62940000;62954999;85;23
;20.00;62940000;62954999;110;23
;30.00;62940000;62954999;130;23
;40.00;62940000;62954999;155;23
;50.00;62940000;62954999;169;23
;60.00;62940000;62954999;200;23
;70.00;62940000;62954999;214;23
;80.00;62940000;62954999;275;23
;90.00;62940000;62954999;287;23
;100.00;62940000;62954999;300;23
;10.00;62940000;62954999;64,38;13
;20.00;62940000;62954999;76,55;13
;35.00;62940000;62954999;93,84;13
;50.00;62940000;62954999;110,2;13
;70.00;62940000;62954999;122,7;13
;10.00;62955000;62959999;85;23
;20.00;62955000;62959999;110;23
;30.00;62955000;62959999;130;23
;40.00;62955000;62959999;155;23
;50.00;62955000;62959999;169;23
;60.00;62955000;62959999;200;23
;70.00;62955000;62959999;214;23
;80.00;62955000;62959999;275;23
;90.00;62955000;62959999;287;23
;100.00;62955000;62959999;300;23
;10.00;62955000;62959999;64,38;13
;20.00;62955000;62959999;76,55;13
;35.00;62955000;62959999;93,84;13
;50.00;62955000;62959999;110,2;13
;70.00;62955000;62959999;122,7;13
;10.00;62960000;62964999;85;23
;20.00;62960000;62964999;110;23
;30.00;62960000;62964999;130;23
;40.00;62960000;62964999;155;23
;50.00;62960000;62964999;169;23
;60.00;62960000;62964999;200;23
;70.00;62960000;62964999;214;23
;80.00;62960000;62964999;275;23
;90.00;62960000;62964999;287;23
;100.00;62960000;62964999;300;23
;10.00;62960000;62964999;64,38;13
;20.00;62960000;62964999;76,55;13
;35.00;62960000;62964999;93,84;13
;50.00;62960000;62964999;110,2;13
;70.00;62960000;62964999;122,7;13
;10.00;62965000;62969999;85;23
;20.00;62965000;62969999;110;23
;30.00;62965000;62969999;130;23
;40.00;62965000;62969999;155;23
;50.00;62965000;62969999;169;23
;60.00;62965000;62969999;200;23
;70.00;62965000;62969999;214;23
;80.00;62965000;62969999;275;23
;90.00;62965000;62969999;287;23
;100.00;62965000;62969999;300;23
;10.00;62965000;62969999;64,38;13
;20.00;62965000;62969999;76,55;13
;35.00;62965000;62969999;93,84;13
;50.00;62965000;62969999;110,2;13
;70.00;62965000;62969999;122,7;13
;10.00;62970000;62979999;85;23
;20.00;62970000;62979999;110;23
;30.00;62970000;62979999;130;23
;40.00;62970000;62979999;155;23
;50.00;62970000;62979999;169;23
;60.00;62970000;62979999;200;23
;70.00;62970000;62979999;214;23
;80.00;62970000;62979999;275;23
;90.00;62970000;62979999;287;23
;100.00;62970000;62979999;300;23
;10.00;62970000;62979999;64,38;13
;20.00;62970000;62979999;76,55;13
;35.00;62970000;62979999;93,84;13
;50.00;62970000;62979999;110,2;13
;70.00;62970000;62979999;122,7;13
;10.00;62980000;62989999;85;23
;20.00;62980000;62989999;110;23
;30.00;62980000;62989999;130;23
;40.00;62980000;62989999;155;23
;50.00;62980000;62989999;169;23
;60.00;62980000;62989999;200;23
;70.00;62980000;62989999;214;23
;80.00;62980000;62989999;275;23
;90.00;62980000;62989999;287;23
;100.00;62980000;62989999;300;23
;10.00;62980000;62989999;64,38;13
;20.00;62980000;62989999;76,55;13
;35.00;62980000;62989999;93,84;13
;50.00;62980000;62989999;110,2;13
;70.00;62980000;62989999;122,7;13
;10.00;62990000;62999999;85;23
;20.00;62990000;62999999;110;23
;30.00;62990000;62999999;130;23
;40.00;62990000;62999999;155;23
;50.00;62990000;62999999;169;23
;60.00;62990000;62999999;200;23
;70.00;62990000;62999999;214;23
;80.00;62990000;62999999;275;23
;90.00;62990000;62999999;287;23
;100.00;62990000;62999999;300;23
;10.00;62990000;62999999;64,38;13
;20.00;62990000;62999999;76,55;13
;35.00;62990000;62999999;93,84;13
;50.00;62990000;62999999;110,2;13
;70.00;62990000;62999999;122,7;13
;10.00;63000001;63099999;85;23
;20.00;63000001;63099999;110;23
;30.00;63000001;63099999;130;23
;40.00;63000001;63099999;155;23
;50.00;63000001;63099999;169;23
;60.00;63000001;63099999;200;23
;70.00;63000001;63099999;214;23
;80.00;63000001;63099999;275;23
;90.00;63000001;63099999;287;23
;100.00;63000001;63099999;300;23
;10.00;63000001;63099999;64,38;13
;20.00;63000001;63099999;76,55;13
;35.00;63000001;63099999;93,84;13
;50.00;63000001;63099999;110,2;13
;70.00;63000001;63099999;122,7;13
;10.00;63100001;63139999;85;23
;20.00;63100001;63139999;110;23
;30.00;63100001;63139999;130;23
;40.00;63100001;63139999;155;23
;50.00;63100001;63139999;169;23
;60.00;63100001;63139999;200;23
;70.00;63100001;63139999;214;23
;80.00;63100001;63139999;275;23
;90.00;63100001;63139999;287;23
;100.00;63100001;63139999;300;23
;10.00;63100001;63139999;64,38;13
;20.00;63100001;63139999;76,55;13
;35.00;63100001;63139999;93,84;13
;50.00;63100001;63139999;110,2;13
;70.00;63100001;63139999;122,7;13
;10.00;63140000;63144999;85;23
;20.00;63140000;63144999;110;23
;30.00;63140000;63144999;130;23
;40.00;63140000;63144999;155;23
;50.00;63140000;63144999;169;23
;60.00;63140000;63144999;200;23
;70.00;63140000;63144999;214;23
;80.00;63140000;63144999;275;23
;90.00;63140000;63144999;287;23
;100.00;63140000;63144999;300;23
;10.00;63145000;63149999;85;23
;20.00;63145000;63149999;110;23
;30.00;63145000;63149999;130;23
;40.00;63145000;63149999;155;23
;50.00;63145000;63149999;169;23
;60.00;63145000;63149999;200;23
;70.00;63145000;63149999;214;23
;80.00;63145000;63149999;275;23
;90.00;63145000;63149999;287;23
;100.00;63145000;63149999;300;23
;10.00;63145000;63149999;64,38;13
;20.00;63145000;63149999;76,55;13
;35.00;63145000;63149999;93,84;13
;50.00;63145000;63149999;110,2;13
;70.00;63145000;63149999;122,7;13
;10.00;63150000;63154999;85;23
;20.00;63150000;63154999;110;23
;30.00;63150000;63154999;130;23
;40.00;63150000;63154999;155;23
;50.00;63150000;63154999;169;23
;60.00;63150000;63154999;200;23
;70.00;63150000;63154999;214;23
;80.00;63150000;63154999;275;23
;90.00;63150000;63154999;287;23
;100.00;63150000;63154999;300;23
;10.00;63150000;63154999;64,38;12
;20.00;63150000;63154999;76,55;12
;35.00;63150000;63154999;93,84;12
;50.00;63150000;63154999;110,2;12
;70.00;63150000;63154999;122,7;12
;10.00;63155000;63159999;85;23
;20.00;63155000;63159999;110;23
;30.00;63155000;63159999;130;23
;40.00;63155000;63159999;155;23
;50.00;63155000;63159999;169;23
;60.00;63155000;63159999;200;23
;70.00;63155000;63159999;214;23
;80.00;63155000;63159999;275;23
;90.00;63155000;63159999;287;23
;100.00;63155000;63159999;300;23
;10.00;63155000;63159999;64,38;13
;20.00;63155000;63159999;76,55;13
;35.00;63155000;63159999;93,84;13
;50.00;63155000;63159999;110,2;13
;70.00;63155000;63159999;122,7;13
;10.00;63160000;63164999;85;23
;20.00;63160000;63164999;110;23
;30.00;63160000;63164999;130;23
;40.00;63160000;63164999;155;23
;50.00;63160000;63164999;169;23
;60.00;63160000;63164999;200;23
;70.00;63160000;63164999;214;23
;80.00;63160000;63164999;275;23
;90.00;63160000;63164999;287;23
;100.00;63160000;63164999;300;23
;10.00;63160000;63164999;64,38;13
;20.00;63160000;63164999;76,55;13
;35.00;63160000;63164999;93,84;13
;50.00;63160000;63164999;110,2;13
;70.00;63160000;63164999;122,7;13
;10.00;63165000;63169999;85;23
;20.00;63165000;63169999;110;23
;30.00;63165000;63169999;130;23
;40.00;63165000;63169999;155;23
;50.00;63165000;63169999;169;23
;60.00;63165000;63169999;200;23
;70.00;63165000;63169999;214;23
;80.00;63165000;63169999;275;23
;90.00;63165000;63169999;287;23
;100.00;63165000;63169999;300;23
;10.00;63165000;63169999;64,38;13
;20.00;63165000;63169999;76,55;13
;35.00;63165000;63169999;93,84;13
;50.00;63165000;63169999;110,2;13
;70.00;63165000;63169999;122,7;13
;10.00;63170000;63179999;85;23
;20.00;63170000;63179999;110;23
;30.00;63170000;63179999;130;23
;40.00;63170000;63179999;155;23
;50.00;63170000;63179999;169;23
;60.00;63170000;63179999;200;23
;70.00;63170000;63179999;214;23
;80.00;63170000;63179999;275;23
;90.00;63170000;63179999;287;23
;100.00;63170000;63179999;300;23
;10.00;63170000;63179999;64,38;12
;20.00;63170000;63179999;76,55;12
;35.00;63170000;63179999;93,84;12
;50.00;63170000;63179999;110,2;12
;70.00;63170000;63179999;122,7;12
;10.00;63180000;63184999;85;23
;20.00;63180000;63184999;110;23
;30.00;63180000;63184999;130;23
;40.00;63180000;63184999;155;23
;50.00;63180000;63184999;169;23
;60.00;63180000;63184999;200;23
;70.00;63180000;63184999;214;23
;80.00;63180000;63184999;275;23
;90.00;63180000;63184999;287;23
;100.00;63180000;63184999;300;23
;10.00;63180000;63184999;64,38;8
;20.00;63180000;63184999;76,55;8
;35.00;63180000;63184999;93,84;8
;50.00;63180000;63184999;110,2;8
;70.00;63180000;63184999;122,7;8
;10.00;63185000;63189999;85;23
;20.00;63185000;63189999;110;23
;30.00;63185000;63189999;130;23
;40.00;63185000;63189999;155;23
;50.00;63185000;63189999;169;23
;60.00;63185000;63189999;200;23
;70.00;63185000;63189999;214;23
;80.00;63185000;63189999;275;23
;90.00;63185000;63189999;287;23
;100.00;63185000;63189999;300;23
;10.00;63185000;63189999;64,38;13
;20.00;63185000;63189999;76,55;13
;35.00;63185000;63189999;93,84;13
;50.00;63185000;63189999;110,2;13
;70.00;63185000;63189999;122,7;13
;10.00;63190000;63194999;85;23
;20.00;63190000;63194999;110;23
;30.00;63190000;63194999;130;23
;40.00;63190000;63194999;155;23
;50.00;63190000;63194999;169;23
;60.00;63190000;63194999;200;23
;70.00;63190000;63194999;214;23
;80.00;63190000;63194999;275;23
;90.00;63190000;63194999;287;23
;100.00;63190000;63194999;300;23
;10.00;63190000;63194999;64,38;13
;20.00;63190000;63194999;76,55;13
;35.00;63190000;63194999;93,84;13
;50.00;63190000;63194999;110,2;13
;70.00;63190000;63194999;122,7;13
;10.00;63195000;63199999;85;23
;20.00;63195000;63199999;110;23
;30.00;63195000;63199999;130;23
;40.00;63195000;63199999;155;23
;50.00;63195000;63199999;169;23
;60.00;63195000;63199999;200;23
;70.00;63195000;63199999;214;23
;80.00;63195000;63199999;275;23
;90.00;63195000;63199999;287;23
;100.00;63195000;63199999;300;23
;10.00;63195000;63199999;64,38;12
;20.00;63195000;63199999;76,55;12
;35.00;63195000;63199999;93,84;12
;50.00;63195000;63199999;110,2;12
;70.00;63195000;63199999;122,7;12
;10.00;63200000;63209999;85;23
;20.00;63200000;63209999;110;23
;30.00;63200000;63209999;130;23
;40.00;63200000;63209999;155;23
;50.00;63200000;63209999;169;23
;60.00;63200000;63209999;200;23
;70.00;63200000;63209999;214;23
;80.00;63200000;63209999;275;23
;90.00;63200000;63209999;287;23
;100.00;63200000;63209999;300;23
;10.00;63200000;63209999;64,38;13
;20.00;63200000;63209999;76,55;13
;35.00;63200000;63209999;93,84;13
;50.00;63200000;63209999;110,2;13
;70.00;63200000;63209999;122,7;13
;10.00;63210000;63219999;85;23
;20.00;63210000;63219999;110;23
;30.00;63210000;63219999;130;23
;40.00;63210000;63219999;155;23
;50.00;63210000;63219999;169;23
;60.00;63210000;63219999;200;23
;70.00;63210000;63219999;214;23
;80.00;63210000;63219999;275;23
;90.00;63210000;63219999;287;23
;100.00;63210000;63219999;300;23
;10.00;63210000;63219999;64,38;13
;20.00;63210000;63219999;76,55;13
;35.00;63210000;63219999;93,84;13
;50.00;63210000;63219999;110,2;13
;70.00;63210000;63219999;122,7;13
;10.00;63220000;63229999;85;23
;20.00;63220000;63229999;110;23
;30.00;63220000;63229999;130;23
;40.00;63220000;63229999;155;23
;50.00;63220000;63229999;169;23
;60.00;63220000;63229999;200;23
;70.00;63220000;63229999;214;23
;80.00;63220000;63229999;275;23
;90.00;63220000;63229999;287;23
;100.00;63220000;63229999;300;23
;10.00;63220000;63229999;64,38;12
;20.00;63220000;63229999;76,55;12
;35.00;63220000;63229999;93,84;12
;50.00;63220000;63229999;110,2;12
;70.00;63220000;63229999;122,7;12
;10.00;63230000;63239999;85;23
;20.00;63230000;63239999;110;23
;30.00;63230000;63239999;130;23
;40.00;63230000;63239999;155;23
;50.00;63230000;63239999;169;23
;60.00;63230000;63239999;200;23
;70.00;63230000;63239999;214;23
;80.00;63230000;63239999;275;23
;90.00;63230000;63239999;287;23
;100.00;63230000;63239999;300;23
;10.00;63230000;63239999;64,38;13
;20.00;63230000;63239999;76,55;13
;35.00;63230000;63239999;93,84;13
;50.00;63230000;63239999;110,2;13
;70.00;63230000;63239999;122,7;13
;10.00;63240000;63249999;85;23
;20.00;63240000;63249999;110;23
;30.00;63240000;63249999;130;23
;40.00;63240000;63249999;155;23
;50.00;63240000;63249999;169;23
;60.00;63240000;63249999;200;23
;70.00;63240000;63249999;214;23
;80.00;63240000;63249999;275;23
;90.00;63240000;63249999;287;23
;100.00;63240000;63249999;300;23
;10.00;63240000;63249999;64,38;11
;20.00;63240000;63249999;76,55;11
;35.00;63240000;63249999;93,84;11
;50.00;63240000;63249999;110,2;11
;70.00;63240000;63249999;122,7;11
;10.00;63250000;63259999;64,38;18
;20.00;63250000;63259999;76,55;18
;35.00;63250000;63259999;93,84;18
;50.00;63250000;63259999;110,2;18
;70.00;63250000;63259999;122,7;18
;10.00;63260000;63269999;85;23
;20.00;63260000;63269999;110;23
;30.00;63260000;63269999;130;23
;40.00;63260000;63269999;155;23
;50.00;63260000;63269999;169;23
;60.00;63260000;63269999;200;23
;70.00;63260000;63269999;214;23
;80.00;63260000;63269999;275;23
;90.00;63260000;63269999;287;23
;100.00;63260000;63269999;300;23
;10.00;63260000;63269999;64,38;10
;20.00;63260000;63269999;76,55;10
;35.00;63260000;63269999;93,84;10
;50.00;63260000;63269999;110,2;10
;70.00;63260000;63269999;122,7;10
;10.00;63270000;63274999;85;23
;20.00;63270000;63274999;110;23
;30.00;63270000;63274999;130;23
;40.00;63270000;63274999;155;23
;50.00;63270000;63274999;169;23
;60.00;63270000;63274999;200;23
;70.00;63270000;63274999;214;23
;80.00;63270000;63274999;275;23
;90.00;63270000;63274999;287;23
;100.00;63270000;63274999;300;23
;10.00;63270000;63274999;64,38;13
;20.00;63270000;63274999;76,55;13
;35.00;63270000;63274999;93,84;13
;50.00;63270000;63274999;110,2;13
;70.00;63270000;63274999;122,7;13
;10.00;63275000;63279999;85;23
;20.00;63275000;63279999;110;23
;30.00;63275000;63279999;130;23
;40.00;63275000;63279999;155;23
;50.00;63275000;63279999;169;23
;60.00;63275000;63279999;200;23
;70.00;63275000;63279999;214;23
;80.00;63275000;63279999;275;23
;90.00;63275000;63279999;287;23
;100.00;63275000;63279999;300;23
;10.00;63275000;63279999;64,38;13
;20.00;63275000;63279999;76,55;13
;35.00;63275000;63279999;93,84;13
;50.00;63275000;63279999;110,2;13
;70.00;63275000;63279999;122,7;13
;10.00;63280000;63289999;85;23
;20.00;63280000;63289999;110;23
;30.00;63280000;63289999;130;23
;40.00;63280000;63289999;155;23
;50.00;63280000;63289999;169;23
;60.00;63280000;63289999;200;23
;70.00;63280000;63289999;214;23
;80.00;63280000;63289999;275;23
;90.00;63280000;63289999;287;23
;100.00;63280000;63289999;300;23
;10.00;63280000;63289999;64,38;13
;20.00;63280000;63289999;76,55;13
;35.00;63280000;63289999;93,84;13
;50.00;63280000;63289999;110,2;13
;70.00;63280000;63289999;122,7;13
;10.00;63290000;63299999;85;23
;20.00;63290000;63299999;110;23
;30.00;63290000;63299999;130;23
;40.00;63290000;63299999;155;23
;50.00;63290000;63299999;169;23
;60.00;63290000;63299999;200;23
;70.00;63290000;63299999;214;23
;80.00;63290000;63299999;275;23
;90.00;63290000;63299999;287;23
;100.00;63290000;63299999;300;23
;10.00;63290000;63299999;64,38;13
;20.00;63290000;63299999;76,55;13
;35.00;63290000;63299999;93,84;13
;50.00;63290000;63299999;110,2;13
;70.00;63290000;63299999;122,7;13
;10.00;63300000;63309999;85;23
;20.00;63300000;63309999;110;23
;30.00;63300000;63309999;130;23
;40.00;63300000;63309999;155;23
;50.00;63300000;63309999;169;23
;60.00;63300000;63309999;200;23
;70.00;63300000;63309999;214;23
;80.00;63300000;63309999;275;23
;90.00;63300000;63309999;287;23
;100.00;63300000;63309999;300;23
;10.00;63300000;63309999;64,38;13
;20.00;63300000;63309999;76,55;13
;35.00;63300000;63309999;93,84;13
;50.00;63300000;63309999;110,2;13
;70.00;63300000;63309999;122,7;13
;10.00;63310000;63319999;85;23
;20.00;63310000;63319999;110;23
;30.00;63310000;63319999;130;23
;40.00;63310000;63319999;155;23
;50.00;63310000;63319999;169;23
;60.00;63310000;63319999;200;23
;70.00;63310000;63319999;214;23
;80.00;63310000;63319999;275;23
;90.00;63310000;63319999;287;23
;100.00;63310000;63319999;300;23
;10.00;63310000;63319999;64,38;13
;20.00;63310000;63319999;76,55;13
;35.00;63310000;63319999;93,84;13
;50.00;63310000;63319999;110,2;13
;70.00;63310000;63319999;122,7;13
;10.00;63320000;63339999;85;23
;20.00;63320000;63339999;110;23
;30.00;63320000;63339999;130;23
;40.00;63320000;63339999;155;23
;50.00;63320000;63339999;169;23
;60.00;63320000;63339999;200;23
;70.00;63320000;63339999;214;23
;80.00;63320000;63339999;275;23
;90.00;63320000;63339999;287;23
;100.00;63320000;63339999;300;23
;10.00;63320000;63339999;64,38;12
;20.00;63320000;63339999;76,55;12
;35.00;63320000;63339999;93,84;12
;50.00;63320000;63339999;110,2;12
;70.00;63320000;63339999;122,7;12
;10.00;63340000;63359999;85;23
;20.00;63340000;63359999;110;23
;30.00;63340000;63359999;130;23
;40.00;63340000;63359999;155;23
;50.00;63340000;63359999;169;23
;60.00;63340000;63359999;200;23
;70.00;63340000;63359999;214;23
;80.00;63340000;63359999;275;23
;90.00;63340000;63359999;287;23
;100.00;63340000;63359999;300;23
;10.00;63340000;63359999;64,38;13
;20.00;63340000;63359999;76,55;13
;35.00;63340000;63359999;93,84;13
;50.00;63340000;63359999;110,2;13
;70.00;63340000;63359999;122,7;13
;10.00;63360000;63379999;64,38;12
;20.00;63360000;63379999;76,55;12
;35.00;63360000;63379999;93,84;12
;50.00;63360000;63379999;110,2;12
;70.00;63360000;63379999;122,7;12
;10.00;63380000;63399999;85;23
;20.00;63380000;63399999;110;23
;30.00;63380000;63399999;130;23
;40.00;63380000;63399999;155;23
;50.00;63380000;63399999;169;23
;60.00;63380000;63399999;200;23
;70.00;63380000;63399999;214;23
;80.00;63380000;63399999;275;23
;90.00;63380000;63399999;287;23
;100.00;63380000;63399999;300;23
;10.00;63380000;63399999;64,38;11
;20.00;63380000;63399999;76,55;11
;35.00;63380000;63399999;93,84;11
;50.00;63380000;63399999;110,2;11
;70.00;63380000;63399999;122,7;11
;10.00;63400000;63429999;85;23
;20.00;63400000;63429999;110;23
;30.00;63400000;63429999;130;23
;40.00;63400000;63429999;155;23
;50.00;63400000;63429999;169;23
;60.00;63400000;63429999;200;23
;70.00;63400000;63429999;214;23
;80.00;63400000;63429999;275;23
;90.00;63400000;63429999;287;23
;100.00;63400000;63429999;300;23
;10.00;63400000;63429999;64,38;13
;20.00;63400000;63429999;76,55;13
;35.00;63400000;63429999;93,84;13
;50.00;63400000;63429999;110,2;13
;70.00;63400000;63429999;122,7;13
;10.00;63430000;63459999;85;23
;20.00;63430000;63459999;110;23
;30.00;63430000;63459999;130;23
;40.00;63430000;63459999;155;23
;50.00;63430000;63459999;169;23
;60.00;63430000;63459999;200;23
;70.00;63430000;63459999;214;23
;80.00;63430000;63459999;275;23
;90.00;63430000;63459999;287;23
;100.00;63430000;63459999;300;23
;10.00;63430000;63459999;64,38;13
;20.00;63430000;63459999;76,55;13
;35.00;63430000;63459999;93,84;13
;50.00;63430000;63459999;110,2;13
;70.00;63430000;63459999;122,7;13
;10.00;63460000;63469999;85;23
;20.00;63460000;63469999;110;23
;30.00;63460000;63469999;130;23
;40.00;63460000;63469999;155;23
;50.00;63460000;63469999;169;23
;60.00;63460000;63469999;200;23
;70.00;63460000;63469999;214;23
;80.00;63460000;63469999;275;23
;90.00;63460000;63469999;287;23
;100.00;63460000;63469999;300;23
;10.00;63460000;63469999;64,38;13
;20.00;63460000;63469999;76,55;13
;35.00;63460000;63469999;93,84;13
;50.00;63460000;63469999;110,2;13
;70.00;63460000;63469999;122,7;13
;10.00;63470000;63474999;85;23
;20.00;63470000;63474999;110;23
;30.00;63470000;63474999;130;23
;40.00;63470000;63474999;155;23
;50.00;63470000;63474999;169;23
;60.00;63470000;63474999;200;23
;70.00;63470000;63474999;214;23
;80.00;63470000;63474999;275;23
;90.00;63470000;63474999;287;23
;100.00;63470000;63474999;300;23
;10.00;63470000;63474999;64,38;13
;20.00;63470000;63474999;76,55;13
;35.00;63470000;63474999;93,84;13
;50.00;63470000;63474999;110,2;13
;70.00;63470000;63474999;122,7;13
;10.00;63475000;63479999;85;23
;20.00;63475000;63479999;110;23
;30.00;63475000;63479999;130;23
;40.00;63475000;63479999;155;23
;50.00;63475000;63479999;169;23
;60.00;63475000;63479999;200;23
;70.00;63475000;63479999;214;23
;80.00;63475000;63479999;275;23
;90.00;63475000;63479999;287;23
;100.00;63475000;63479999;300;23
;10.00;63475000;63479999;64,38;13
;20.00;63475000;63479999;76,55;13
;35.00;63475000;63479999;93,84;13
;50.00;63475000;63479999;110,2;13
;70.00;63475000;63479999;122,7;13
;10.00;63480000;63489999;85;23
;20.00;63480000;63489999;110;23
;30.00;63480000;63489999;130;23
;40.00;63480000;63489999;155;23
;50.00;63480000;63489999;169;23
;60.00;63480000;63489999;200;23
;70.00;63480000;63489999;214;23
;80.00;63480000;63489999;275;23
;90.00;63480000;63489999;287;23
;100.00;63480000;63489999;300;23
;10.00;63480000;63489999;64,38;13
;20.00;63480000;63489999;76,55;13
;35.00;63480000;63489999;93,84;13
;50.00;63480000;63489999;110,2;13
;70.00;63480000;63489999;122,7;13
;10.00;63490000;63499999;85;23
;20.00;63490000;63499999;110;23
;30.00;63490000;63499999;130;23
;40.00;63490000;63499999;155;23
;50.00;63490000;63499999;169;23
;60.00;63490000;63499999;200;23
;70.00;63490000;63499999;214;23
;80.00;63490000;63499999;275;23
;90.00;63490000;63499999;287;23
;100.00;63490000;63499999;300;23
;10.00;63490000;63499999;64,38;13
;20.00;63490000;63499999;76,55;13
;35.00;63490000;63499999;93,84;13
;50.00;63490000;63499999;110,2;13
;70.00;63490000;63499999;122,7;13
;10.00;63500001;63514999;64,38;13
;20.00;63500001;63514999;76,55;13
;35.00;63500001;63514999;93,84;13
;50.00;63500001;63514999;110,2;13
;70.00;63500001;63514999;122,7;13
;10.00;63515000;63519999;85;23
