PESO INICIAL;PESO FINAL;CEP INICIAL;CEP FINAL;VALOR DO FRETE;TEMPO DE ENTREGA
;50.00;38755000;38759999;112;15
;60.00;38755000;38759999;124;15
;70.00;38755000;38759999;124;15
;80.00;38755000;38759999;153;15
;90.00;38755000;38759999;153;15
;100.00;38755000;38759999;153;15
;10.00;38755000;38759999;59,22;11
;20.00;38755000;38759999;70,43;11
;35.00;38755000;38759999;86,33;11
;50.00;38755000;38759999;101,4;11
;70.00;38755000;38759999;112,9;11
;10.00;38760000;38769999;73;15
;20.00;38760000;38769999;98;15
;30.00;38760000;38769999;98;15
;40.00;38760000;38769999;112;15
;50.00;38760000;38769999;112;15
;60.00;38760000;38769999;124;15
;70.00;38760000;38769999;124;15
;80.00;38760000;38769999;153;15
;90.00;38760000;38769999;153;15
;100.00;38760000;38769999;153;15
;10.00;38760000;38769999;59,22;13
;20.00;38760000;38769999;70,43;13
;35.00;38760000;38769999;86,33;13
;50.00;38760000;38769999;101,4;13
;70.00;38760000;38769999;112,9;13
;10.00;38770000;38778999;73;15
;20.00;38770000;38778999;98;15
;30.00;38770000;38778999;98;15
;40.00;38770000;38778999;112;15
;50.00;38770000;38778999;112;15
;60.00;38770000;38778999;124;15
;70.00;38770000;38778999;124;15
;80.00;38770000;38778999;153;15
;90.00;38770000;38778999;153;15
;100.00;38770000;38778999;153;15
;10.00;38770000;38778999;59,22;11
;20.00;38770000;38778999;70,43;11
;35.00;38770000;38778999;86,33;11
;50.00;38770000;38778999;101,4;11
;70.00;38770000;38778999;112,9;11
;10.00;38779000;38779999;73;15
;20.00;38779000;38779999;98;15
;30.00;38779000;38779999;98;15
;40.00;38779000;38779999;112;15
;50.00;38779000;38779999;112;15
;60.00;38779000;38779999;124;15
;70.00;38779000;38779999;124;15
;80.00;38779000;38779999;153;15
;90.00;38779000;38779999;153;15
;100.00;38779000;38779999;153;15
;10.00;38779000;38779999;59,22;11
;20.00;38779000;38779999;70,43;11
;35.00;38779000;38779999;86,33;11
;50.00;38779000;38779999;101,4;11
;70.00;38779000;38779999;112,9;11
;10.00;38780000;38784999;73;15
;20.00;38780000;38784999;98;15
;30.00;38780000;38784999;98;15
;40.00;38780000;38784999;112;15
;50.00;38780000;38784999;112;15
;60.00;38780000;38784999;124;15
;70.00;38780000;38784999;124;15
;80.00;38780000;38784999;153;15
;90.00;38780000;38784999;153;15
;100.00;38780000;38784999;153;15
;10.00;38780000;38784999;59,22;13
;20.00;38780000;38784999;70,43;13
;35.00;38780000;38784999;86,33;13
;50.00;38780000;38784999;101,4;13
;70.00;38780000;38784999;112,9;13
;10.00;38785000;38789999;73;15
;20.00;38785000;38789999;98;15
;30.00;38785000;38789999;98;15
;40.00;38785000;38789999;112;15
;50.00;38785000;38789999;112;15
;60.00;38785000;38789999;124;15
;70.00;38785000;38789999;124;15
;80.00;38785000;38789999;153;15
;90.00;38785000;38789999;153;15
;100.00;38785000;38789999;153;15
;10.00;38785000;38789999;59,22;10
;20.00;38785000;38789999;70,43;10
;35.00;38785000;38789999;86,33;10
;50.00;38785000;38789999;101,4;10
;70.00;38785000;38789999;112,9;10
;10.00;38790000;38793999;73;15
;20.00;38790000;38793999;98;15
;30.00;38790000;38793999;98;15
;40.00;38790000;38793999;112;15
;50.00;38790000;38793999;112;15
;60.00;38790000;38793999;124;15
;70.00;38790000;38793999;124;15
;80.00;38790000;38793999;153;15
;90.00;38790000;38793999;153;15
;100.00;38790000;38793999;153;15
;10.00;38790000;38793999;59,22;13
;20.00;38790000;38793999;70,43;13
;35.00;38790000;38793999;86,33;13
;50.00;38790000;38793999;101,4;13
;70.00;38790000;38793999;112,9;13
;10.00;38794000;38799999;73;15
;20.00;38794000;38799999;98;15
;30.00;38794000;38799999;98;15
;40.00;38794000;38799999;112;15
;50.00;38794000;38799999;112;15
;60.00;38794000;38799999;124;15
;70.00;38794000;38799999;124;15
;80.00;38794000;38799999;153;15
;90.00;38794000;38799999;153;15
;100.00;38794000;38799999;153;15
;10.00;38794000;38799999;59,22;13
;20.00;38794000;38799999;70,43;13
;35.00;38794000;38799999;86,33;13
;50.00;38794000;38799999;101,4;13
;70.00;38794000;38799999;112,9;13
;10.00;38800000;38804999;73;15
;20.00;38800000;38804999;98;15
;30.00;38800000;38804999;98;15
;40.00;38800000;38804999;112;15
;50.00;38800000;38804999;112;15
;60.00;38800000;38804999;124;15
;70.00;38800000;38804999;124;15
;80.00;38800000;38804999;153;15
;90.00;38800000;38804999;153;15
;100.00;38800000;38804999;153;15
;10.00;38800000;38804999;59,22;13
;20.00;38800000;38804999;70,43;13
;35.00;38800000;38804999;86,33;13
;50.00;38800000;38804999;101,4;13
;70.00;38800000;38804999;112,9;13
;10.00;38805000;38809999;73;15
;20.00;38805000;38809999;98;15
;30.00;38805000;38809999;98;15
;40.00;38805000;38809999;112;15
;50.00;38805000;38809999;112;15
;60.00;38805000;38809999;124;15
;70.00;38805000;38809999;124;15
;80.00;38805000;38809999;153;15
;90.00;38805000;38809999;153;15
;100.00;38805000;38809999;153;15
;10.00;38805000;38809999;59,22;13
;20.00;38805000;38809999;70,43;13
;35.00;38805000;38809999;86,33;13
;50.00;38805000;38809999;101,4;13
;70.00;38805000;38809999;112,9;13
;10.00;38810000;38819999;73;15
;20.00;38810000;38819999;98;15
;30.00;38810000;38819999;98;15
;40.00;38810000;38819999;112;15
;50.00;38810000;38819999;112;15
;60.00;38810000;38819999;124;15
;70.00;38810000;38819999;124;15
;80.00;38810000;38819999;153;15
;90.00;38810000;38819999;153;15
;100.00;38810000;38819999;153;15
;10.00;38810000;38819999;59,22;13
;20.00;38810000;38819999;70,43;13
;35.00;38810000;38819999;86,33;13
;50.00;38810000;38819999;101,4;13
;70.00;38810000;38819999;112,9;13
;10.00;38840000;38859999;73;15
;20.00;38840000;38859999;98;15
;30.00;38840000;38859999;98;15
;40.00;38840000;38859999;112;15
;50.00;38840000;38859999;112;15
;60.00;38840000;38859999;124;15
;70.00;38840000;38859999;124;15
;80.00;38840000;38859999;153;15
;90.00;38840000;38859999;153;15
;100.00;38840000;38859999;153;15
;10.00;38840000;38859999;59,22;10
;20.00;38840000;38859999;70,43;10
;35.00;38840000;38859999;86,33;10
;50.00;38840000;38859999;101,4;10
;70.00;38840000;38859999;112,9;10
;5.00;38860000;38869999;43,77;6
;10.00;38860000;38869999;46,83;6
;20.00;38860000;38869999;51,43;6
;30.00;38860000;38869999;55,04;6
;40.00;38860000;38869999;61,26;6
;50.00;38860000;38869999;65,54;6
;10.00;38860000;38869999;59,22;10
;20.00;38860000;38869999;70,43;10
;35.00;38860000;38869999;86,33;10
;50.00;38860000;38869999;101,4;10
;70.00;38860000;38869999;112,9;10
;10.00;38870000;38879999;73;15
;20.00;38870000;38879999;98;15
;30.00;38870000;38879999;98;15
;40.00;38870000;38879999;112;15
;50.00;38870000;38879999;112;15
;60.00;38870000;38879999;124;15
;70.00;38870000;38879999;124;15
;80.00;38870000;38879999;153;15
;90.00;38870000;38879999;153;15
;100.00;38870000;38879999;153;15
;10.00;38870000;38879999;59,22;10
;20.00;38870000;38879999;70,43;10
;35.00;38870000;38879999;86,33;10
;50.00;38870000;38879999;101,4;10
;70.00;38870000;38879999;112,9;10
;10.00;38880000;38899999;73;15
;20.00;38880000;38899999;98;15
;30.00;38880000;38899999;98;15
;40.00;38880000;38899999;112;15
;50.00;38880000;38899999;112;15
;60.00;38880000;38899999;124;15
;70.00;38880000;38899999;124;15
;80.00;38880000;38899999;153;15
;90.00;38880000;38899999;153;15
;100.00;38880000;38899999;153;15
;10.00;38880000;38899999;59,22;13
;20.00;38880000;38899999;70,43;13
;35.00;38880000;38899999;86,33;13
;50.00;38880000;38899999;101,4;13
;70.00;38880000;38899999;112,9;13
;10.00;38900000;38909999;73;15
;20.00;38900000;38909999;98;15
;30.00;38900000;38909999;98;15
;40.00;38900000;38909999;112;15
;50.00;38900000;38909999;112;15
;60.00;38900000;38909999;124;15
;70.00;38900000;38909999;124;15
;80.00;38900000;38909999;153;15
;90.00;38900000;38909999;153;15
;100.00;38900000;38909999;153;15
;10.00;38900000;38909999;59,22;9
;20.00;38900000;38909999;70,43;9
;35.00;38900000;38909999;86,33;9
;50.00;38900000;38909999;101,4;9
;70.00;38900000;38909999;112,9;9
;10.00;38910000;38929999;73;15
;20.00;38910000;38929999;98;15
;30.00;38910000;38929999;98;15
;40.00;38910000;38929999;112;15
;50.00;38910000;38929999;112;15
;60.00;38910000;38929999;124;15
;70.00;38910000;38929999;124;15
;80.00;38910000;38929999;153;15
;90.00;38910000;38929999;153;15
;100.00;38910000;38929999;153;15
;10.00;38910000;38929999;59,22;9
;20.00;38910000;38929999;70,43;9
;35.00;38910000;38929999;86,33;9
;50.00;38910000;38929999;101,4;9
;70.00;38910000;38929999;112,9;9
;10.00;38930000;38949999;73;15
;20.00;38930000;38949999;98;15
;30.00;38930000;38949999;98;15
;40.00;38930000;38949999;112;15
;50.00;38930000;38949999;112;15
;60.00;38930000;38949999;124;15
;70.00;38930000;38949999;124;15
;80.00;38930000;38949999;153;15
;90.00;38930000;38949999;153;15
;100.00;38930000;38949999;153;15
;10.00;38930000;38949999;59,22;9
;20.00;38930000;38949999;70,43;9
;35.00;38930000;38949999;86,33;9
;50.00;38930000;38949999;101,4;9
;70.00;38930000;38949999;112,9;9
;10.00;38950000;38959999;73;15
;20.00;38950000;38959999;98;15
;30.00;38950000;38959999;98;15
;40.00;38950000;38959999;112;15
;50.00;38950000;38959999;112;15
;60.00;38950000;38959999;124;15
;70.00;38950000;38959999;124;15
;80.00;38950000;38959999;153;15
;90.00;38950000;38959999;153;15
;100.00;38950000;38959999;153;15
;10.00;38950000;38959999;59,22;10
;20.00;38950000;38959999;70,43;10
;35.00;38950000;38959999;86,33;10
;50.00;38950000;38959999;101,4;10
;70.00;38950000;38959999;112,9;10
;10.00;38960000;38969999;73;15
;20.00;38960000;38969999;98;15
;30.00;38960000;38969999;98;15
;40.00;38960000;38969999;112;15
;50.00;38960000;38969999;112;15
;60.00;38960000;38969999;124;15
;70.00;38960000;38969999;124;15
;80.00;38960000;38969999;153;15
;90.00;38960000;38969999;153;15
;100.00;38960000;38969999;153;15
;10.00;38960000;38969999;59,22;10
;20.00;38960000;38969999;70,43;10
;35.00;38960000;38969999;86,33;10
;50.00;38960000;38969999;101,4;10
;70.00;38960000;38969999;112,9;10
;10.00;38970000;38979999;73;15
;20.00;38970000;38979999;98;15
;30.00;38970000;38979999;98;15
;40.00;38970000;38979999;112;15
;50.00;38970000;38979999;112;15
;60.00;38970000;38979999;124;15
;70.00;38970000;38979999;124;15
;80.00;38970000;38979999;153;15
;90.00;38970000;38979999;153;15
;100.00;38970000;38979999;153;15
;10.00;38970000;38979999;59,22;10
;20.00;38970000;38979999;70,43;10
;35.00;38970000;38979999;86,33;10
;50.00;38970000;38979999;101,4;10
;70.00;38970000;38979999;112,9;10
;10.00;38980000;38989999;73;15
;20.00;38980000;38989999;98;15
;30.00;38980000;38989999;98;15
;40.00;38980000;38989999;112;15
;50.00;38980000;38989999;112;15
;60.00;38980000;38989999;124;15
;70.00;38980000;38989999;124;15
;80.00;38980000;38989999;153;15
;90.00;38980000;38989999;153;15
;100.00;38980000;38989999;153;15
;10.00;38980000;38989999;59,22;13
;20.00;38980000;38989999;70,43;13
;35.00;38980000;38989999;86,33;13
;50.00;38980000;38989999;101,4;13
;70.00;38980000;38989999;112,9;13
;10.00;38990000;39099999;73;15
;20.00;38990000;39099999;98;15
;30.00;38990000;39099999;98;15
;40.00;38990000;39099999;112;15
;50.00;38990000;39099999;112;15
;60.00;38990000;39099999;124;15
;70.00;38990000;39099999;124;15
;80.00;38990000;39099999;153;15
;90.00;38990000;39099999;153;15
;100.00;38990000;39099999;153;15
;10.00;38990000;39099999;59,22;9
;20.00;38990000;39099999;70,43;9
;35.00;38990000;39099999;86,33;9
;50.00;38990000;39099999;101,4;9
;70.00;38990000;39099999;112,9;9
;10.00;39100000;39119999;73;15
;20.00;39100000;39119999;98;15
;30.00;39100000;39119999;98;15
;40.00;39100000;39119999;112;15
;50.00;39100000;39119999;112;15
;60.00;39100000;39119999;124;15
;70.00;39100000;39119999;124;15
;80.00;39100000;39119999;153;15
;90.00;39100000;39119999;153;15
;100.00;39100000;39119999;153;15
;10.00;39100000;39119999;59,22;8
;20.00;39100000;39119999;70,43;8
;35.00;39100000;39119999;86,33;8
;50.00;39100000;39119999;101,4;8
;70.00;39100000;39119999;112,9;8
;10.00;39120000;39129999;73;15
;20.00;39120000;39129999;98;15
;30.00;39120000;39129999;98;15
;40.00;39120000;39129999;112;15
;50.00;39120000;39129999;112;15
;60.00;39120000;39129999;124;15
;70.00;39120000;39129999;124;15
;80.00;39120000;39129999;153;15
;90.00;39120000;39129999;153;15
;100.00;39120000;39129999;153;15
;10.00;39120000;39129999;59,22;10
;20.00;39120000;39129999;70,43;10
;35.00;39120000;39129999;86,33;10
;50.00;39120000;39129999;101,4;10
;70.00;39120000;39129999;112,9;10
;10.00;39130000;39134999;73;15
;20.00;39130000;39134999;98;15
;30.00;39130000;39134999;98;15
;40.00;39130000;39134999;112;15
;50.00;39130000;39134999;112;15
;60.00;39130000;39134999;124;15
;70.00;39130000;39134999;124;15
;80.00;39130000;39134999;153;15
;90.00;39130000;39134999;153;15
;100.00;39130000;39134999;153;15
;10.00;39130000;39134999;59,22;10
;20.00;39130000;39134999;70,43;10
;35.00;39130000;39134999;86,33;10
;50.00;39130000;39134999;101,4;10
;70.00;39130000;39134999;112,9;10
;10.00;39135000;39139999;73;15
;20.00;39135000;39139999;98;15
;30.00;39135000;39139999;98;15
;40.00;39135000;39139999;112;15
;50.00;39135000;39139999;112;15
;60.00;39135000;39139999;124;15
;70.00;39135000;39139999;124;15
;80.00;39135000;39139999;153;15
;90.00;39135000;39139999;153;15
;100.00;39135000;39139999;153;15
;10.00;39135000;39139999;59,22;11
;20.00;39135000;39139999;70,43;11
;35.00;39135000;39139999;86,33;11
;50.00;39135000;39139999;101,4;11
;70.00;39135000;39139999;112,9;11
;10.00;39140000;39149999;73;15
;20.00;39140000;39149999;98;15
;30.00;39140000;39149999;98;15
;40.00;39140000;39149999;112;15
;50.00;39140000;39149999;112;15
;60.00;39140000;39149999;124;15
;70.00;39140000;39149999;124;15
;80.00;39140000;39149999;153;15
;90.00;39140000;39149999;153;15
;100.00;39140000;39149999;153;15
;10.00;39140000;39149999;59,22;11
;20.00;39140000;39149999;70,43;11
;35.00;39140000;39149999;86,33;11
;50.00;39140000;39149999;101,4;11
;70.00;39140000;39149999;112,9;11
;10.00;39150000;39159999;73;15
;20.00;39150000;39159999;98;15
;30.00;39150000;39159999;98;15
;40.00;39150000;39159999;112;15
;50.00;39150000;39159999;112;15
;60.00;39150000;39159999;124;15
;70.00;39150000;39159999;124;15
;80.00;39150000;39159999;153;15
;90.00;39150000;39159999;153;15
;100.00;39150000;39159999;153;15
;10.00;39150000;39159999;59,22;13
;20.00;39150000;39159999;70,43;13
;35.00;39150000;39159999;86,33;13
;50.00;39150000;39159999;101,4;13
;70.00;39150000;39159999;112,9;13
;10.00;39160000;39164999;73;15
;20.00;39160000;39164999;98;15
;30.00;39160000;39164999;98;15
;40.00;39160000;39164999;112;15
;50.00;39160000;39164999;112;15
;60.00;39160000;39164999;124;15
;70.00;39160000;39164999;124;15
;80.00;39160000;39164999;153;15
;90.00;39160000;39164999;153;15
;100.00;39160000;39164999;153;15
;10.00;39160000;39164999;59,22;13
;20.00;39160000;39164999;70,43;13
;35.00;39160000;39164999;86,33;13
;50.00;39160000;39164999;101,4;13
;70.00;39160000;39164999;112,9;13
;10.00;39165000;39169999;73;15
;20.00;39165000;39169999;98;15
;30.00;39165000;39169999;98;15
;40.00;39165000;39169999;112;15
;50.00;39165000;39169999;112;15
;60.00;39165000;39169999;124;15
;70.00;39165000;39169999;124;15
;80.00;39165000;39169999;153;15
;90.00;39165000;39169999;153;15
;100.00;39165000;39169999;153;15
;10.00;39165000;39169999;59,22;13
;20.00;39165000;39169999;70,43;13
;35.00;39165000;39169999;86,33;13
;50.00;39165000;39169999;101,4;13
;70.00;39165000;39169999;112,9;13
;10.00;39170000;39179999;73;15
;20.00;39170000;39179999;98;15
;30.00;39170000;39179999;98;15
;40.00;39170000;39179999;112;15
;50.00;39170000;39179999;112;15
;60.00;39170000;39179999;124;15
;70.00;39170000;39179999;124;15
;80.00;39170000;39179999;153;15
;90.00;39170000;39179999;153;15
;100.00;39170000;39179999;153;15
;10.00;39170000;39179999;59,22;13
;20.00;39170000;39179999;70,43;13
;35.00;39170000;39179999;86,33;13
;50.00;39170000;39179999;101,4;13
;70.00;39170000;39179999;112,9;13
;10.00;39180000;39184999;73;15
;20.00;39180000;39184999;98;15
;30.00;39180000;39184999;98;15
;40.00;39180000;39184999;112;15
;50.00;39180000;39184999;112;15
;60.00;39180000;39184999;124;15
;70.00;39180000;39184999;124;15
;80.00;39180000;39184999;153;15
;90.00;39180000;39184999;153;15
;100.00;39180000;39184999;153;15
;10.00;39180000;39184999;59,22;10
;20.00;39180000;39184999;70,43;10
;35.00;39180000;39184999;86,33;10
;50.00;39180000;39184999;101,4;10
;70.00;39180000;39184999;112,9;10
;10.00;39185000;39187999;73;15
;20.00;39185000;39187999;98;15
;30.00;39185000;39187999;98;15
;40.00;39185000;39187999;112;15
;50.00;39185000;39187999;112;15
;60.00;39185000;39187999;124;15
;70.00;39185000;39187999;124;15
;80.00;39185000;39187999;153;15
;90.00;39185000;39187999;153;15
;100.00;39185000;39187999;153;15
;10.00;39185000;39187999;59,22;13
;20.00;39185000;39187999;70,43;13
;35.00;39185000;39187999;86,33;13
;50.00;39185000;39187999;101,4;13
;70.00;39185000;39187999;112,9;13
;10.00;39188000;39189999;73;15
;20.00;39188000;39189999;98;15
;30.00;39188000;39189999;98;15
;40.00;39188000;39189999;112;15
;50.00;39188000;39189999;112;15
;60.00;39188000;39189999;124;15
;70.00;39188000;39189999;124;15
;80.00;39188000;39189999;153;15
;90.00;39188000;39189999;153;15
;100.00;39188000;39189999;153;15
;10.00;39188000;39189999;59,22;10
;20.00;39188000;39189999;70,43;10
;35.00;39188000;39189999;86,33;10
;50.00;39188000;39189999;101,4;10
;70.00;39188000;39189999;112,9;10
;10.00;39190000;39199999;73;15
;20.00;39190000;39199999;98;15
;30.00;39190000;39199999;98;15
;40.00;39190000;39199999;112;15
;50.00;39190000;39199999;112;15
;60.00;39190000;39199999;124;15
;70.00;39190000;39199999;124;15
;80.00;39190000;39199999;153;15
;90.00;39190000;39199999;153;15
;100.00;39190000;39199999;153;15
;10.00;39190000;39199999;59,22;13
;20.00;39190000;39199999;70,43;13
;35.00;39190000;39199999;86,33;13
;50.00;39190000;39199999;101,4;13
;70.00;39190000;39199999;112,9;13
;10.00;39200000;39204999;73;15
;20.00;39200000;39204999;98;15
;30.00;39200000;39204999;98;15
;40.00;39200000;39204999;112;15
;50.00;39200000;39204999;112;15
;60.00;39200000;39204999;124;15
;70.00;39200000;39204999;124;15
;80.00;39200000;39204999;153;15
;90.00;39200000;39204999;153;15
;100.00;39200000;39204999;153;15
;10.00;39200000;39204999;59,22;9
;20.00;39200000;39204999;70,43;9
;35.00;39200000;39204999;86,33;9
;50.00;39200000;39204999;101,4;9
;70.00;39200000;39204999;112,9;9
;10.00;39205000;39209999;73;15
;20.00;39205000;39209999;98;15
;30.00;39205000;39209999;98;15
;40.00;39205000;39209999;112;15
;50.00;39205000;39209999;112;15
;60.00;39205000;39209999;124;15
;70.00;39205000;39209999;124;15
;80.00;39205000;39209999;153;15
;90.00;39205000;39209999;153;15
;100.00;39205000;39209999;153;15
;10.00;39205000;39209999;59,22;13
;20.00;39205000;39209999;70,43;13
;35.00;39205000;39209999;86,33;13
;50.00;39205000;39209999;101,4;13
;70.00;39205000;39209999;112,9;13
;10.00;39210000;39214999;73;15
;20.00;39210000;39214999;98;15
;30.00;39210000;39214999;98;15
;40.00;39210000;39214999;112;15
;50.00;39210000;39214999;112;15
;60.00;39210000;39214999;124;15
;70.00;39210000;39214999;124;15
;80.00;39210000;39214999;153;15
;90.00;39210000;39214999;153;15
;100.00;39210000;39214999;153;15
;10.00;39210000;39214999;59,22;13
;20.00;39210000;39214999;70,43;13
;35.00;39210000;39214999;86,33;13
;50.00;39210000;39214999;101,4;13
;70.00;39210000;39214999;112,9;13
;10.00;39215000;39217999;59,22;11
;20.00;39215000;39217999;70,43;11
;35.00;39215000;39217999;86,33;11
;50.00;39215000;39217999;101,4;11
;70.00;39215000;39217999;112,9;11
;10.00;39215000;39218999;73;15
;20.00;39215000;39218999;98;15
;30.00;39215000;39218999;98;15
;40.00;39215000;39218999;112;15
;50.00;39215000;39218999;112;15
;60.00;39215000;39218999;124;15
;70.00;39215000;39218999;124;15
;80.00;39215000;39218999;153;15
;90.00;39215000;39218999;153;15
;100.00;39215000;39218999;153;15
;10.00;39218000;39218000;59,22;13
;20.00;39218000;39218000;70,43;13
;35.00;39218000;39218000;86,33;13
;50.00;39218000;39218000;101,4;13
;70.00;39218000;39218000;112,9;13
;10.00;39219000;39219999;73;15
;20.00;39219000;39219999;98;15
;30.00;39219000;39219999;98;15
;40.00;39219000;39219999;112;15
;50.00;39219000;39219999;112;15
;60.00;39219000;39219999;124;15
;70.00;39219000;39219999;124;15
;80.00;39219000;39219999;153;15
;90.00;39219000;39219999;153;15
;100.00;39219000;39219999;153;15
;10.00;39219000;39219999;59,22;9
;20.00;39219000;39219999;70,43;9
;35.00;39219000;39219999;86,33;9
;50.00;39219000;39219999;101,4;9
;70.00;39219000;39219999;112,9;9
;10.00;39230000;39236999;73;15
;20.00;39230000;39236999;98;15
;30.00;39230000;39236999;98;15
;40.00;39230000;39236999;112;15
;50.00;39230000;39236999;112;15
;60.00;39230000;39236999;124;15
;70.00;39230000;39236999;124;15
;80.00;39230000;39236999;153;15
;90.00;39230000;39236999;153;15
;100.00;39230000;39236999;153;15
;10.00;39230000;39236999;59,22;9
;20.00;39230000;39236999;70,43;9
;35.00;39230000;39236999;86,33;9
;50.00;39230000;39236999;101,4;9
;70.00;39230000;39236999;112,9;9
;10.00;39237000;39239999;73;15
;20.00;39237000;39239999;98;15
;30.00;39237000;39239999;98;15
;40.00;39237000;39239999;112;15
;50.00;39237000;39239999;112;15
;60.00;39237000;39239999;124;15
;70.00;39237000;39239999;124;15
;80.00;39237000;39239999;153;15
;90.00;39237000;39239999;153;15
;100.00;39237000;39239999;153;15
;10.00;39237000;39239999;59,22;11
;20.00;39237000;39239999;70,43;11
;35.00;39237000;39239999;86,33;11
;50.00;39237000;39239999;101,4;11
;70.00;39237000;39239999;112,9;11
;10.00;39240000;39242999;73;15
;20.00;39240000;39242999;98;15
;30.00;39240000;39242999;98;15
;40.00;39240000;39242999;112;15
;50.00;39240000;39242999;112;15
;60.00;39240000;39242999;124;15
;70.00;39240000;39242999;124;15
;80.00;39240000;39242999;153;15
;90.00;39240000;39242999;153;15
;100.00;39240000;39242999;153;15
;10.00;39240000;39242999;59,22;9
;20.00;39240000;39242999;70,43;9
;35.00;39240000;39242999;86,33;9
;50.00;39240000;39242999;101,4;9
;70.00;39240000;39242999;112,9;9
;10.00;39243000;39244999;73;15
;20.00;39243000;39244999;98;15
;30.00;39243000;39244999;98;15
;40.00;39243000;39244999;112;15
;50.00;39243000;39244999;112;15
;60.00;39243000;39244999;124;15
;70.00;39243000;39244999;124;15
;80.00;39243000;39244999;153;15
;90.00;39243000;39244999;153;15
;100.00;39243000;39244999;153;15
;10.00;39243000;39244999;59,22;12
;20.00;39243000;39244999;70,43;12
;35.00;39243000;39244999;86,33;12
;50.00;39243000;39244999;101,4;12
;70.00;39243000;39244999;112,9;12
;10.00;39245000;39247999;59,22;22
;20.00;39245000;39247999;70,43;22
;35.00;39245000;39247999;86,33;22
;50.00;39245000;39247999;101,4;22
;70.00;39245000;39247999;112,9;22
;10.00;39248000;39249999;73;15
;20.00;39248000;39249999;98;15
;30.00;39248000;39249999;98;15
;40.00;39248000;39249999;112;15
;50.00;39248000;39249999;112;15
;60.00;39248000;39249999;124;15
;70.00;39248000;39249999;124;15
;80.00;39248000;39249999;153;15
;90.00;39248000;39249999;153;15
;100.00;39248000;39249999;153;15
;10.00;39248000;39249999;59,22;11
;20.00;39248000;39249999;70,43;11
;35.00;39248000;39249999;86,33;11
;50.00;39248000;39249999;101,4;11
;70.00;39248000;39249999;112,9;11
;10.00;39250000;39259999;73;15
;20.00;39250000;39259999;98;15
;30.00;39250000;39259999;98;15
;40.00;39250000;39259999;112;15
;50.00;39250000;39259999;112;15
;60.00;39250000;39259999;124;15
;70.00;39250000;39259999;124;15
;80.00;39250000;39259999;153;15
;90.00;39250000;39259999;153;15
;100.00;39250000;39259999;153;15
;10.00;39250000;39259999;59,22;11
;20.00;39250000;39259999;70,43;11
;35.00;39250000;39259999;86,33;11
;50.00;39250000;39259999;101,4;11
;70.00;39250000;39259999;112,9;11
;10.00;39260000;39269999;73;15
;20.00;39260000;39269999;98;15
;30.00;39260000;39269999;98;15
;40.00;39260000;39269999;112;15
;50.00;39260000;39269999;112;15
;60.00;39260000;39269999;124;15
;70.00;39260000;39269999;124;15
;80.00;39260000;39269999;153;15
;90.00;39260000;39269999;153;15
;100.00;39260000;39269999;153;15
;10.00;39260000;39269999;59,22;13
;20.00;39260000;39269999;70,43;13
;35.00;39260000;39269999;86,33;13
;50.00;39260000;39269999;101,4;13
;70.00;39260000;39269999;112,9;13
;10.00;39270000;39279999;59,22;8
;20.00;39270000;39279999;70,43;8
;35.00;39270000;39279999;86,33;8
;50.00;39270000;39279999;101,4;8
;70.00;39270000;39279999;112,9;8
;10.00;39270001;39279999;73;15
;20.00;39270001;39279999;98;15
;30.00;39270001;39279999;98;15
;40.00;39270001;39279999;112;15
;50.00;39270001;39279999;112;15
;60.00;39270001;39279999;124;15
;70.00;39270001;39279999;124;15
;80.00;39270001;39279999;153;15
;90.00;39270001;39279999;153;15
;100.00;39270001;39279999;153;15
;10.00;39280000;39289999;73;15
;20.00;39280000;39289999;98;15
;30.00;39280000;39289999;98;15
;40.00;39280000;39289999;112;15
;50.00;39280000;39289999;112;15
;60.00;39280000;39289999;124;15
;70.00;39280000;39289999;124;15
;80.00;39280000;39289999;153;15
;90.00;39280000;39289999;153;15
;100.00;39280000;39289999;153;15
;10.00;39280000;39289999;59,22;9
;20.00;39280000;39289999;70,43;9
;35.00;39280000;39289999;86,33;9
;50.00;39280000;39289999;101,4;9
;70.00;39280000;39289999;112,9;9
;10.00;39290000;39294999;73;15
;20.00;39290000;39294999;98;15
;30.00;39290000;39294999;98;15
;40.00;39290000;39294999;112;15
;50.00;39290000;39294999;112;15
;60.00;39290000;39294999;124;15
;70.00;39290000;39294999;124;15
;80.00;39290000;39294999;153;15
;90.00;39290000;39294999;153;15
;100.00;39290000;39294999;153;15
;10.00;39290000;39294999;59,22;13
;20.00;39290000;39294999;70,43;13
;35.00;39290000;39294999;86,33;13
;50.00;39290000;39294999;101,4;13
;70.00;39290000;39294999;112,9;13
;10.00;39295000;39299999;73;15
;20.00;39295000;39299999;98;15
;30.00;39295000;39299999;98;15
;40.00;39295000;39299999;112;15
;50.00;39295000;39299999;112;15
;60.00;39295000;39299999;124;15
;70.00;39295000;39299999;124;15
;80.00;39295000;39299999;153;15
;90.00;39295000;39299999;153;15
;100.00;39295000;39299999;153;15
;10.00;39295000;39299999;59,22;13
;20.00;39295000;39299999;70,43;13
;35.00;39295000;39299999;86,33;13
;50.00;39295000;39299999;101,4;13
;70.00;39295000;39299999;112,9;13
;10.00;39300000;39316999;73;15
;20.00;39300000;39316999;98;15
;30.00;39300000;39316999;98;15
;40.00;39300000;39316999;112;15
;50.00;39300000;39316999;112;15
